"ID","STATUS_PANTINUM","STATUS_GOLD","STATUS_SILVER","NUM_DEAL","LAST_DEAL","ADVANCE_PURCHASE","FARE_2015","FARE_2014","FARE_2013","FARE_2012","FARE_2011","KM_2015","KM_2014","KM_2013","KM_2012","KM_2011","PET_FLAG","DENIED_BOARDING","SUITCASE_FLAG","LOUNGE_FLAG","BUYER_FLAG"
5156,0,0,1,2,1480,23,2530,2580,3440,2950,2800,2793,2544,2954,2756,3189,0,0,0,0,0
5157,0,0,1,3,1000,25,2730,2850,2930,2840,2860,2434,2842,2550,2757,2858,0,0,0,1,0
5158,0,0,0,4,400,12,1600,1670,1650,1600,1650,1463,1384,1430,1745,1489,0,0,0,0,0
5159,0,0,0,1,1480,24,1760,1880,1610,1550,1450,1664,1507,1505,1425,1291,0,0,0,0,0
5160,0,0,1,6,440,23,2620,2690,2640,2610,2470,2264,2309,2724,2257,2749,0,0,0,0,0
5161,0,0,0,2,920,17,1990,1830,1820,1740,1690,1498,1482,1345,1410,1528,0,0,0,0,0
5162,0,0,0,5,320,23,1640,1520,1430,1260,1100,1593,1492,1089,1006,539,0,0,0,0,0
5163,0,0,0,4,320,20,1310,1280,1370,1380,1410,1454,1472,1116,1347,1445,0,0,0,0,1
5164,0,0,0,4,400,15,1310,1430,1450,1560,1720,1776,1482,1654,1570,1720,0,0,0,0,0
5165,0,0,0,4,440,16,1700,1890,1790,1750,1720,1522,1974,1706,1594,1057,0,0,0,0,0
5166,0,0,0,3,440,15,1320,1300,1330,1420,1310,1223,1289,1371,1410,1295,0,0,0,0,0
5167,0,0,0,5,360,19,1780,1660,1630,1540,1640,2104,1777,1843,1490,1313,0,0,0,0,0
5168,0,0,0,3,280,19,850,790,570,600,790,1770,1517,1545,1431,909,0,0,0,0,0
5169,0,0,0,1,1200,22,1170,1820,1470,1810,1900,2274,1796,1632,1587,1844,0,0,0,0,0
5170,0,0,0,7,200,21,1340,1420,1300,1240,1300,860,948,968,719,707,0,0,0,0,0
5171,0,0,0,1,1520,13,1440,1520,1470,1420,1320,1037,1156,653,889,950,0,0,0,0,0
5172,0,0,0,2,680,17,1260,1180,1300,1400,1330,1199,1202,1274,1274,1355,0,0,0,0,0
5173,1,0,0,7,520,27,3680,4170,3710,3570,3400,3965,4295,4359,4082,3934,0,0,0,1,0
5174,0,0,0,6,280,32,1380,1370,1460,1520,1490,1401,1736,1690,1620,1739,0,0,0,0,1
5175,0,0,0,4,320,25,1100,1200,1220,1220,1240,1730,1437,1182,1522,1326,0,0,0,0,0
5176,0,0,1,4,560,23,2610,2740,2320,1610,2100,2487,2804,2602,2009,2099,0,0,0,1,0
5177,0,0,0,7,200,24,1290,1280,1280,1240,1380,1832,1569,1755,1531,1482,0,0,0,0,0
5178,0,0,1,3,960,26,2780,2610,2550,2520,2580,2690,2456,2160,2173,2292,1,0,0,0,0
5179,0,0,0,4,520,27,2100,2150,2090,2020,2060,1778,2057,1859,1750,1928,0,0,0,0,0
5180,0,0,0,3,640,14,1860,1700,1800,1790,1870,1404,1820,1878,2030,2556,0,0,0,0,0
5181,0,0,0,6,280,12,1300,1410,1450,1460,1470,1521,1306,1151,835,1160,0,0,0,0,0
5182,0,0,1,1,1840,24,1760,1820,1730,1770,1800,2291,2442,2285,2130,2059,0,0,0,0,0
5183,0,0,0,8,0,14,1200,1280,1260,1200,1260,1694,1374,1028,1290,887,0,0,0,0,0
5184,0,0,0,3,480,18,1290,1170,1210,1170,1420,1267,1539,1635,1437,1488,0,0,0,0,0
5185,0,0,0,6,320,20,1680,1700,1760,1750,1780,933,1096,812,1291,1659,0,0,0,0,0
5186,0,0,1,6,280,21,1690,1550,1500,1640,1590,1964,1929,2047,1949,2132,0,0,0,0,0
5187,0,0,0,1,1280,17,1330,1270,1220,1230,1350,678,1061,1334,1618,1391,0,0,0,0,0
5188,0,0,0,6,240,16,1300,1320,1230,1310,1330,2010,1640,1601,1485,1018,0,0,0,0,0
5189,0,0,0,2,760,17,1250,1450,1350,1100,1060,605,678,989,1077,1134,0,0,0,0,0
5190,0,0,1,4,480,21,1660,1680,1700,1800,1890,1864,1845,2383,2428,2418,0,0,0,1,0
5191,0,0,0,1,2240,30,2170,2230,2230,2300,2230,1746,1897,1616,2253,2478,0,0,0,0,0
5192,0,0,0,4,440,17,1730,1880,1760,1710,1630,2005,1462,1516,1702,2174,0,1,0,0,0
5193,0,0,0,4,400,18,1580,1430,1300,1300,1220,1408,1398,1397,1349,869,0,0,0,0,0
5194,0,0,0,6,200,24,1290,1190,970,1080,960,1492,1395,1467,1199,858,0,0,0,0,0
5195,0,0,0,8,200,15,1390,1470,1440,1360,1330,1859,1820,1834,1905,1513,0,1,0,0,0
5196,0,0,0,5,280,20,1520,1610,1370,1190,1170,792,1053,1002,1026,1063,0,0,0,0,0
5197,0,0,0,2,1040,18,1940,2040,2070,2240,2060,1127,1516,1371,1640,1772,0,0,0,0,0
5198,0,0,1,2,1320,26,2740,2760,2780,2600,2760,1927,1818,2720,2961,2870,0,0,0,0,0
5199,0,0,1,3,760,30,2110,2080,2080,2110,2210,2489,2738,2329,2777,2948,0,0,0,0,0
5200,0,0,0,2,880,22,1710,1710,1730,1760,1720,1823,2040,1933,1787,1800,0,0,0,0,0
5201,0,1,0,2,1680,29,3290,3260,3200,3160,3110,2895,3055,3156,3423,2929,0,0,0,1,0
5202,0,0,0,4,360,12,1370,1490,1460,1390,1410,1458,1371,1192,1056,1553,0,0,0,0,0
5203,0,0,0,3,520,17,1250,1420,1450,1440,1480,1554,1222,1641,1941,1711,0,0,0,0,0
5204,0,0,0,4,400,18,1370,1480,1390,1370,1410,1247,1233,1268,1013,1410,0,0,0,0,0
5205,0,0,1,1,2160,28,2110,2190,2150,2140,2060,1828,1996,2148,2242,1924,0,0,0,0,1
5206,0,0,0,3,440,13,1390,1260,1300,1250,1470,693,941,1594,1436,1412,0,0,0,0,0
5207,0,0,0,4,360,14,1280,1340,1310,1350,1340,1650,1552,1298,1513,1465,0,0,0,0,0
5208,0,0,0,4,440,20,1690,1630,1700,1690,1840,1587,1747,1688,1842,2075,0,0,0,0,0
5209,0,0,1,4,600,17,2260,2330,2380,2410,2500,1952,2123,2225,2266,2558,0,0,0,1,0
5210,0,0,0,5,360,16,1760,1790,1850,1770,1630,1938,2056,2097,1596,1415,0,0,0,0,0
5211,0,0,0,4,480,25,1800,1770,1760,1790,1770,1471,1468,1652,1741,2024,0,0,0,0,0
5212,0,0,0,7,200,16,1150,1260,1410,1380,1290,1354,1271,1571,899,1119,0,1,0,0,0
5213,0,0,0,2,920,23,1710,1640,1680,1780,1790,1937,1896,1540,1690,1754,0,0,0,0,0
5214,0,0,0,5,360,24,1380,1540,1670,1650,1650,1441,1323,1844,2088,2089,0,0,0,0,0
5215,0,0,0,4,400,22,1600,1570,1500,1470,1510,1479,1293,1657,2051,1963,0,0,0,0,0
5216,0,0,0,4,360,11,1420,1450,1340,1290,1330,763,1432,1225,1258,897,0,1,0,0,0
5217,0,0,0,3,480,23,1280,1340,1340,1410,1350,1360,1150,972,1458,1506,0,0,0,0,0
5218,0,1,0,2,1680,21,3290,3350,3330,3290,3320,3295,3300,3278,3124,3766,0,0,0,0,0
5219,0,0,0,3,680,20,2100,2090,2100,1990,2030,1863,1874,1547,1791,2113,0,0,0,0,0
5220,0,0,0,2,680,16,1350,1270,1290,1410,1360,1387,1780,1195,1256,1261,0,0,0,0,0
5221,0,0,1,1,2560,24,2870,2900,2850,2760,2540,2457,2238,2357,2190,2172,0,0,0,1,0
5222,0,0,0,3,600,21,1740,1860,1780,1710,1730,1837,1586,1614,1576,1401,0,0,0,0,0
5223,0,0,0,5,440,16,2060,2030,2190,2020,2020,1866,2007,2119,2080,1818,0,0,0,0,0
5224,0,0,0,7,280,17,1730,2010,1700,1860,2190,2108,1863,1560,2007,2270,0,0,0,0,0
5225,0,0,0,6,320,17,1860,1810,1800,1760,1810,1955,1921,1728,1686,1941,0,0,0,0,0
5226,0,0,1,3,560,25,1680,1710,1760,1820,1890,2022,2377,2403,2237,2298,0,1,0,0,0
5227,0,0,1,3,760,32,2290,2360,2280,2230,2200,2644,2628,2597,2676,3081,0,1,0,0,0
5228,0,0,1,5,520,25,2470,2350,2650,2580,2580,2325,2260,2440,2213,2225,0,0,0,0,0
5229,0,0,0,5,320,18,1810,1600,1720,1590,1950,1690,1749,1971,1751,2097,0,0,0,0,0
5230,0,0,1,5,480,33,1980,2300,2400,2230,2410,2324,2399,2578,2213,2680,0,0,0,1,1
5231,0,0,0,5,280,22,1220,1280,1310,1260,1220,556,549,508,971,1049,0,0,0,0,0
5232,0,0,1,6,440,19,2560,2580,2660,2500,2430,2468,2526,2221,2808,2730,0,0,0,0,1
5233,0,0,0,7,240,20,1630,1710,1760,1770,1650,2015,1849,2005,1880,1441,0,0,0,0,0
5234,1,0,0,3,1360,30,4490,4990,4900,4720,4030,4346,4369,4111,4372,4252,0,0,0,1,0
5235,0,0,0,7,320,22,2370,2200,2040,1880,2000,1924,1789,1748,1673,1532,0,0,0,0,0
5236,0,0,0,7,200,24,1150,1270,1320,1360,1390,933,1010,1215,1250,1506,0,0,0,0,0
5237,0,0,0,2,880,19,1860,1710,1560,1670,1680,1303,1461,1444,1340,1416,0,0,0,0,0
5238,0,0,0,1,1080,15,1180,1070,1290,1360,1190,1158,1029,769,783,863,0,0,0,0,1
5239,0,0,1,1,2560,23,2500,2490,2550,2490,2570,2200,2267,2335,2592,2880,0,0,0,0,0
5240,0,0,0,1,1800,23,1830,1780,1800,1790,2080,1672,1610,1740,2061,2374,0,0,0,0,0
5241,0,0,0,4,360,18,1420,1460,1400,1420,1640,1454,1698,1875,1592,1913,0,0,0,0,0
5242,0,0,0,2,680,19,1220,1310,1440,1440,1430,1685,1657,1410,1151,1329,0,0,0,0,0
5243,0,0,0,2,720,13,1430,1430,1390,1420,1420,1233,909,1317,1335,1351,0,1,0,0,0
5244,0,0,0,5,360,23,1670,1720,1850,1820,1830,1682,1695,1951,1728,1786,0,0,0,0,0
5245,0,0,0,3,440,20,1250,1300,1460,1350,1380,2021,1382,1621,1609,1815,0,0,0,0,0
5246,1,0,0,8,480,37,3600,3370,3350,2920,3620,4365,4263,4129,4654,4421,0,0,0,1,1
5247,0,0,0,6,280,21,1800,1480,1620,1730,1870,1094,1612,2030,2004,1823,0,0,0,0,0
5248,0,0,1,6,480,24,3060,2980,2920,2860,2760,2951,2625,2833,2810,2365,0,1,0,1,0
5249,0,0,1,5,520,27,2470,2350,2530,2290,2410,2360,2420,1878,2065,2388,0,1,0,0,1
5250,0,0,0,3,440,15,1200,1300,1370,1430,1420,1922,1732,2034,2085,1624,0,1,0,0,0
5251,0,0,0,3,480,13,1500,1390,1300,1320,1360,854,882,1087,1617,1344,0,1,0,0,0
5252,0,0,0,5,280,21,970,1000,1720,1100,1230,1502,1474,1290,1717,1374,0,1,0,0,0
5253,0,1,0,6,560,21,3810,3330,2950,2680,3530,3415,3412,3581,3666,3898,0,0,0,1,0
5254,0,0,0,4,480,21,1820,1670,1800,1760,1810,1580,1624,1651,2127,1705,0,0,0,0,0
5255,0,0,1,2,1080,18,2120,2170,2120,2230,2190,2512,2634,2358,2522,2728,0,1,0,0,0
5256,1,0,0,1,4120,21,4100,4750,4610,4860,3860,4596,4412,4057,3933,4045,0,0,0,1,0
5257,0,0,0,5,280,13,1330,1350,1410,1320,1370,524,1162,1355,1408,1197,0,0,0,0,0
5258,0,1,0,6,720,28,4920,4540,4320,3790,3590,4298,4070,3851,3843,3846,0,0,0,0,0
5259,0,0,0,5,280,16,1220,1180,1250,1250,1260,1063,1131,1342,1418,1071,0,0,0,0,0
5260,0,0,0,4,440,19,1650,1670,1760,1740,1790,1733,1745,2289,2099,1942,0,0,0,0,0
5261,0,1,0,6,640,19,3750,3790,3780,3650,3690,3319,3533,3911,4360,4153,0,0,0,1,0
5262,0,0,0,8,200,15,1430,1410,1440,1360,1320,1381,1260,1280,1069,698,0,0,0,0,0
5263,0,1,0,3,1120,21,3170,3190,3260,3280,3310,3543,3293,3257,3467,3351,0,0,0,0,0
5264,0,0,0,6,320,21,1740,1620,1610,1730,1720,1942,1464,1367,1586,1578,0,0,0,0,0
5265,0,0,0,4,360,17,1530,1700,1690,1300,1120,1299,1296,1408,1927,1397,0,0,0,0,0
5266,0,0,1,3,560,19,1600,1640,1560,1610,1740,2435,2251,1874,2046,2133,0,0,0,1,0
5267,0,0,1,3,1000,29,2950,3030,2980,2930,2870,2188,2327,2959,2683,2536,0,0,0,0,0
5268,0,0,0,4,360,18,1340,1300,1370,1450,1410,1503,1119,1147,1007,1414,0,0,0,0,0
5269,0,0,0,4,360,31,1370,1360,1400,1280,1390,1420,1271,1151,1060,1516,0,0,0,0,0
5270,0,0,0,6,280,19,1710,1630,1520,1680,1670,1994,1918,1724,1794,1946,0,0,0,0,0
5271,0,0,1,2,1040,27,2050,2050,2040,2010,2000,2355,2230,2643,2417,2095,0,1,0,0,0
5272,0,0,1,4,560,24,2020,2190,2170,2230,2270,2315,2034,2199,2388,2264,0,0,0,0,0
5273,0,0,0,8,200,13,1570,1520,1640,1640,1680,1388,1771,2056,1944,1839,0,0,0,0,1
5274,0,0,0,2,1040,15,1690,1760,2300,2350,2060,1498,1555,1314,1274,1436,0,0,0,0,0
5275,0,1,0,3,760,24,2070,2230,2250,2230,2140,3003,3163,3295,3038,2724,0,0,0,1,0
5276,0,0,0,4,360,14,2020,2160,1470,1290,1950,1409,1486,1369,1493,1510,0,1,0,0,0
5277,0,0,0,4,440,27,1850,1830,1740,1740,1720,1771,1744,1494,1533,1153,0,0,0,0,0
5278,0,0,0,3,600,15,1790,1760,1700,1700,1660,1294,1448,1156,1213,1010,0,0,0,0,0
5279,0,0,1,5,400,25,1810,1770,1800,1810,1910,1825,2058,2292,1978,2225,0,0,0,0,0
5280,0,0,0,3,440,16,1280,1180,1260,1280,1510,1762,1722,1369,1581,1541,0,0,0,0,0
5281,0,0,0,6,240,15,1370,1400,1460,1370,1330,1285,790,761,1156,1540,0,0,0,0,0
5282,0,0,0,4,280,24,1180,1110,1280,1210,1330,1530,1481,1863,1475,904,0,0,0,0,0
5283,0,0,0,7,320,21,2140,2020,2020,2110,2140,2357,1739,1687,1736,2210,0,0,0,0,1
5284,0,0,1,3,640,15,1640,1800,1790,1850,2020,2120,2145,2375,2247,2092,0,0,0,1,0
5285,0,0,1,6,360,21,1740,1690,1660,1770,1930,1681,1812,2580,2386,2672,0,0,0,0,0
5286,0,0,0,3,400,19,1460,1360,1210,1190,1010,1910,1471,1318,1513,1079,0,0,0,0,0
5287,0,0,0,5,280,20,1280,1340,1390,1340,1370,1200,1509,1431,1349,1261,0,0,0,0,0
5288,0,0,0,4,400,28,1560,1530,1510,1410,1410,1292,1833,1705,1528,1384,0,1,0,0,0
5289,0,0,0,6,280,21,1720,1630,1580,1500,1560,1067,971,976,790,885,0,0,0,0,1
5290,0,0,0,6,240,22,1370,1270,1260,1290,1290,1375,1476,1292,1260,1257,0,0,0,0,0
5291,0,0,0,3,560,25,1620,1620,1680,1670,1350,1398,1371,824,817,692,0,0,0,0,0
5292,0,0,0,2,920,19,1850,1870,1810,1730,1750,1537,1492,1763,1296,1324,0,0,0,0,0
5293,0,0,0,5,280,17,1440,1390,1430,1610,1540,1979,1537,1325,1680,1713,0,0,0,0,1
5294,0,0,1,3,600,19,1650,1710,1770,1700,1710,2259,2375,2170,1636,1804,0,0,0,0,0
5295,0,0,0,7,240,17,1740,1680,1670,1670,1600,1541,1881,1892,1329,1473,0,0,0,0,0
5296,0,1,0,4,840,22,3160,3210,3220,3270,3250,3421,3577,3365,3650,3709,0,0,0,1,0
5297,0,0,0,5,280,23,1320,1370,1130,1210,1200,1385,1339,1801,1360,1119,0,0,0,0,0
5298,0,0,0,3,480,15,1460,1420,1450,1500,1500,1555,1429,1750,1527,1596,0,0,0,0,0
5299,0,0,0,8,240,17,1830,1820,1740,1820,1840,2142,1640,1934,2037,1886,0,0,0,0,0
5300,0,0,0,3,480,20,1330,1270,1310,1440,1370,947,753,967,1218,1346,0,1,0,0,1
5301,0,0,0,4,440,21,1790,1880,1570,1380,1680,1257,1167,1565,1723,1668,0,0,0,0,0
5302,0,0,0,1,1520,18,1410,1560,1370,1510,1420,1641,1446,1711,1319,1371,0,0,0,0,0
5303,0,0,1,4,640,22,2370,2410,2420,2410,2380,2435,2045,2479,2527,2683,1,0,0,0,0
5304,0,0,1,2,960,25,1880,1770,1890,1680,1820,2181,2553,2399,2082,2027,0,0,0,0,0
5305,0,0,0,0,0,24,1400,1140,1070,1160,1270,463,1143,1078,940,963,0,0,0,0,1
5306,0,0,1,1,2320,22,2270,2300,2320,2390,2030,2240,2793,2188,1982,2113,0,1,0,0,0
5307,0,0,0,5,280,21,1810,1470,1230,1610,1440,1285,1362,1334,1276,1074,0,0,0,0,1
5308,0,0,1,9,240,27,2160,2040,2550,2570,2280,2026,1997,1867,2074,2400,1,0,0,0,1
5309,0,0,0,2,1240,23,1660,2440,2500,1810,1310,747,1344,1348,1569,1461,0,0,0,0,0
5310,0,0,0,3,600,15,1740,1630,1660,1720,1790,1700,1502,1895,1987,1809,0,0,0,0,0
5311,0,0,0,2,640,17,1350,1260,1260,1380,1480,1636,1808,1504,1149,1387,0,0,0,0,0
5312,0,0,0,2,720,13,1350,1330,1420,1530,1450,1612,1549,1490,1685,1757,0,0,0,0,0
5313,0,0,1,3,720,23,2220,2190,2280,2100,2110,2346,2298,1933,1639,2066,1,0,0,0,1
5314,0,1,0,2,1760,19,3510,3510,3530,3450,3350,3942,3740,3873,3648,3479,0,0,0,1,0
5315,0,0,0,2,840,20,1650,1630,1770,1810,1810,1614,1558,1850,1892,1637,0,1,0,0,1
5316,0,0,0,9,240,30,1730,1710,1830,1870,1900,1607,1378,1350,2182,1848,0,0,0,0,0
5317,0,0,0,4,360,25,1410,1400,1390,1430,1390,1402,1701,1284,1197,1757,0,0,0,0,0
5318,0,0,0,6,240,21,1430,1440,1340,1320,1440,1213,1473,1582,1598,1418,0,0,0,0,0
5319,0,0,0,3,800,23,2320,2450,2350,2410,2260,2089,1993,1711,1977,2132,0,0,0,0,0
5320,0,0,0,3,440,16,1290,1340,1390,1400,1510,1327,1377,1781,1984,1606,0,0,0,0,0
5321,0,0,0,4,360,17,1310,1330,1340,1410,1280,1175,1508,1607,1371,811,0,0,0,0,0
5322,0,0,0,6,240,12,1430,1420,1500,1340,1320,1927,1569,1510,1432,1372,0,0,0,0,1
5323,0,0,1,4,560,24,2180,2140,2140,2120,2110,1793,1863,2135,2317,2147,0,0,0,0,0
5324,0,1,0,2,1720,28,3550,3480,3380,3390,3280,2679,3146,3528,3675,3513,0,0,0,1,0
5325,0,0,1,3,600,25,1680,1760,1720,1690,1750,2522,2033,1988,1997,1959,0,1,0,0,0
5326,0,0,1,3,760,28,2540,2510,2530,2270,2270,2614,2714,3069,2999,2310,1,1,0,0,0
5327,0,0,1,2,1200,25,2370,2340,2460,2500,2540,1777,2157,2369,2143,2656,0,0,0,1,0
5328,0,0,0,5,400,27,1820,1800,1830,1780,1730,1547,1119,1193,1639,1478,0,0,0,0,0
5329,0,1,0,5,600,32,2830,2820,2900,2940,2920,2870,3465,3572,3477,3151,0,1,0,1,0
5330,0,1,0,6,600,28,3820,3880,3850,4050,3390,4139,3526,3489,3676,3717,0,0,0,1,0
5331,0,0,0,7,200,16,1380,1400,1370,1450,1460,1072,924,1367,1459,1798,0,0,0,0,0
5332,0,0,0,5,360,15,1650,1710,1700,1720,1780,2220,1858,1782,1715,1836,0,0,0,0,0
5333,0,0,0,4,560,28,2220,2210,2180,2110,2160,1984,1497,1611,2124,1758,1,1,0,0,0
5334,0,1,0,4,840,27,3240,3290,3310,3320,3350,3646,4164,3951,3660,3538,0,0,0,1,0
5335,0,0,0,4,440,21,1750,1750,1660,1630,1640,864,932,1179,1287,1706,0,0,0,0,0
5336,0,0,0,5,280,17,1300,1240,1370,1340,1170,1614,1371,1553,1604,1129,0,1,0,0,0
5337,0,0,0,2,800,20,1460,1500,1500,1600,1490,2239,2077,1621,1654,1774,0,0,0,0,0
5338,0,0,0,5,320,28,1830,1860,1780,1710,1550,1251,1389,1527,1777,1848,0,0,0,0,0
5339,0,0,0,5,240,15,1170,1540,1300,1200,1170,1040,1470,1380,1266,1186,0,0,0,0,0
5340,0,0,0,1,1680,20,1730,1680,1670,1650,1610,1959,1724,1628,1637,1541,0,0,0,0,0
5341,0,0,0,4,360,17,1460,1250,1250,1360,1510,911,1191,1354,1369,1377,0,0,0,0,0
5342,0,0,1,4,520,29,2130,2120,1940,2010,2030,2237,2610,2399,1900,1817,0,0,0,1,0
5343,0,0,0,4,440,24,1700,1840,1780,1860,1820,1942,2211,2120,1824,1841,0,0,0,0,0
5344,0,0,0,4,360,19,1340,1240,1360,1350,1360,971,616,1385,1363,1196,0,0,0,0,0
5345,0,0,0,6,240,21,1230,1280,1330,1260,1250,792,896,699,956,1072,0,0,0,0,0
5346,0,0,1,2,880,22,1740,1720,1620,1880,2070,2308,2145,2223,2372,2295,0,0,0,0,0
5347,0,0,0,1,1360,10,1330,1320,1340,1420,1490,1517,1305,1378,1834,1648,0,0,0,0,0
5348,0,0,0,6,240,18,1370,1370,1390,1370,1400,1086,1303,1295,1866,1953,0,0,0,0,0
5349,0,0,0,5,280,18,1350,1310,1370,1380,1320,1289,784,837,1125,1125,0,0,0,0,0
5350,0,0,0,5,280,19,1260,1260,1200,1260,1330,1442,1587,1460,1209,1280,0,0,0,0,0
5351,0,0,0,5,360,19,1620,1640,1640,1510,1630,1441,1608,1846,1325,1172,0,0,0,0,0
5352,0,0,0,2,920,17,1810,1760,1770,1710,1770,1439,1391,1510,1691,1538,0,0,0,0,0
5353,0,0,1,6,520,21,2890,2800,2850,2840,2900,2542,2757,2778,2818,2938,1,0,0,0,0
5354,0,0,0,1,1320,14,1220,1150,1360,1310,1300,1603,1551,1214,1009,1216,0,0,0,0,0
5355,0,0,0,4,320,16,1300,1270,1240,1190,1180,1495,1022,1327,797,616,0,0,0,0,0
5356,0,0,1,3,560,30,1650,1590,1650,1640,1910,2190,2351,2433,1927,2259,0,0,0,1,0
5357,1,0,0,3,1320,23,3960,3800,4350,3500,4430,4135,3803,4180,4287,4149,0,0,0,1,0
5358,0,0,0,4,480,23,1760,1820,1700,1690,1710,1983,1724,1823,1854,1612,0,1,0,0,0
5359,0,0,1,2,1120,27,2180,2140,2150,2180,2090,1916,1986,2400,2626,2220,0,0,0,0,0
5360,0,0,0,6,200,17,1060,1080,1150,1060,1300,1428,1291,1318,1261,1196,0,0,0,0,0
5361,0,0,0,7,280,28,1760,1960,1990,2290,2080,1857,1701,1952,1424,1984,0,0,0,0,0
5362,0,0,0,4,400,16,1410,1380,1430,1470,1490,1118,1070,1861,1619,1860,0,0,0,0,0
5363,0,0,0,5,280,19,1360,1320,1320,1320,1130,2123,1772,1390,826,1412,0,0,0,0,0
5364,0,0,0,7,240,25,1600,1750,1740,1780,1800,1778,1836,1728,1711,1975,0,0,0,0,0
5365,0,0,0,2,840,20,1710,1690,1650,1720,1850,1483,1666,1785,1559,1615,0,0,0,0,0
5366,0,0,0,5,280,28,1370,1310,1360,1390,1400,1832,1661,1585,1390,1399,0,0,0,0,0
5367,0,0,0,4,280,11,1410,1190,1320,1400,1030,690,870,1071,1459,948,0,0,0,0,0
5368,0,0,0,6,240,18,1380,1350,1380,1370,1250,1301,1651,1180,1015,1167,0,0,0,0,0
5369,0,0,1,2,1160,21,2290,2120,2210,2320,2440,1888,1888,2067,2156,2688,0,0,0,0,1
5370,0,0,0,1,1240,15,880,1210,1120,1300,1230,841,1018,1117,1045,1201,0,0,0,0,0
5371,0,0,1,1,2840,28,3020,3110,2710,2690,2830,2865,3125,2687,2846,2885,1,0,0,0,0
5372,0,0,0,7,200,22,1290,1340,1310,1420,1300,1001,1561,1257,1436,1356,0,0,0,0,0
5373,0,0,0,3,400,18,1310,1140,1100,1190,1240,1669,1009,836,756,1030,0,1,0,0,0
5374,0,0,0,2,680,21,1550,1440,1200,1350,1310,1415,1368,1611,1294,997,0,0,0,0,0
5375,0,0,0,5,280,19,1480,1440,1340,1330,1370,1668,1875,1673,1164,1180,0,0,0,0,0
5376,0,0,0,6,280,19,1770,1710,1770,1640,1680,1153,1138,1355,1252,1603,0,0,0,0,0
5377,0,0,1,3,680,31,2200,2040,1910,2100,2210,2159,3099,2892,3169,3016,0,0,0,0,1
5378,0,0,0,1,1360,15,1330,1240,1280,1360,1440,1489,1445,1519,1565,1598,0,0,0,0,0
5379,0,0,0,1,1680,27,1650,1650,1720,1720,1750,1217,1213,769,1762,1544,0,0,0,0,0
5380,0,0,0,3,560,26,1770,1640,1750,1740,1770,2169,2056,2174,1926,1482,0,0,0,0,0
5381,0,0,0,6,320,25,1740,1710,1780,1770,1830,1883,2411,1581,1668,1779,0,0,0,0,0
5382,0,1,0,4,720,29,2820,2980,2980,2960,3060,2848,3124,3023,3423,3379,0,1,0,1,0
5383,0,0,1,5,520,25,2430,2370,2360,2420,2460,2203,2097,2316,2029,2001,0,0,0,1,0
5384,0,0,1,2,1440,27,2710,2860,2760,2740,2820,2744,2669,2111,2262,2762,0,0,0,1,0
5385,0,0,0,1,1600,24,1640,1600,1640,1760,1770,1502,1549,1543,1263,2094,0,0,0,0,0
5386,0,0,0,5,280,17,1190,1300,1280,1240,1240,1283,903,990,1291,979,0,0,0,0,0
5387,0,0,0,3,440,17,1320,1320,1340,1320,1200,1176,1048,548,539,475,0,0,0,0,0
5388,0,0,0,2,640,12,1220,1310,1240,1190,1300,1648,1442,1407,788,952,0,0,0,0,0
5389,0,0,0,4,400,27,1900,1850,1660,1540,1540,1622,1556,1829,1742,1373,0,0,1,0,0
5390,0,0,0,0,0,23,1260,1170,1080,1170,1290,1700,1244,974,989,892,0,1,0,0,0
5391,0,0,0,5,280,19,1380,1360,1400,1460,1380,998,1562,1670,1151,1396,0,0,0,0,0
5392,0,0,0,5,280,20,1580,1380,1330,1630,1490,1959,1988,1802,1647,1391,0,0,0,0,0
5393,0,0,0,4,360,31,1460,1460,1390,1390,1340,1296,1730,2077,1646,1537,0,0,0,0,0
5394,0,0,1,1,2640,16,2540,2600,2560,2630,2610,2861,3112,2842,2293,2429,0,0,0,1,0
5395,0,0,0,4,360,16,1370,1440,1330,1360,1210,1363,809,1195,1295,981,0,0,0,0,0
5396,0,0,1,4,560,20,2230,2080,2380,2380,2210,2720,2111,1894,2316,2253,1,0,0,0,0
5397,0,0,0,10,240,14,1130,2050,2800,1950,1980,1607,1536,1188,1399,1427,0,0,0,0,0
5398,0,0,0,5,320,23,1540,1480,1480,1630,1560,1412,1556,1772,1472,1045,0,1,0,0,1
5399,0,0,0,4,440,28,1610,1760,1740,1910,1730,2062,1650,2173,1913,1814,0,0,0,0,0
5400,0,0,0,1,1640,22,2000,1940,1730,1660,1630,2057,1605,1913,1496,1725,0,0,0,0,0
5401,0,0,1,3,1080,25,3200,3140,3180,3150,3260,2973,2870,2911,2919,2733,0,0,0,1,0
5402,0,0,0,3,680,22,1910,2020,1990,2000,1950,1750,1971,1951,1817,1649,0,0,0,0,1
5403,0,0,1,6,560,21,2310,3200,3220,2700,3180,3367,3010,2730,2733,2736,0,0,0,1,0
5404,0,0,0,4,400,20,1490,1440,1560,1550,1550,2294,1992,1735,1469,1453,0,0,0,0,0
5405,0,0,0,2,1040,15,2010,1980,1880,1760,1670,1568,1663,1358,1493,1175,0,0,0,0,0
5406,0,0,1,2,1120,16,2220,2220,2210,2150,2080,2382,2603,2580,2642,2465,0,0,0,1,1
5407,0,0,0,1,1320,22,1420,1390,1350,1300,1310,944,1238,1231,1375,1300,0,0,0,0,0
